image_id,image_path,readable,width,height,aspect_ratio,filesize_bytes,mode,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,entropy,blur_proxy,mean_hue,mean_saturation,green_dominance,center_intensity,specular_highlight_ratio
345,data/raw/sustech_sysu/rawImages/345.jpg,True,2592,1728,1.5,300197,RGB,4.953634,35.871757,79.688901,8.384649,33.10993,56.648086,31.602888,25.738224,6.348664,36.155455,0.587489,0.876191,0.847606,38.152829,0.000325
346,data/raw/sustech_sysu/rawImages/346.jpg,True,2592,1728,1.5,343036,RGB,35.536198,86.26827,116.89468,26.80396,47.62342,60.319279,74.573216,38.758065,7.128619,53.476172,0.553,0.69716,1.1319,97.031093,0.003695
347,data/raw/sustech_sysu/rawImages/347.jpg,True,2592,1728,1.5,359395,RGB,37.620344,95.162875,124.342389,26.218583,52.910235,57.800511,81.272121,41.35117,7.215686,51.235897,0.545226,0.698312,1.175121,117.702545,0.003666
348,data/raw/sustech_sysu/rawImages/348.jpg,True,2592,1728,1.5,290821,RGB,22.622998,69.090569,100.110512,33.317849,73.197657,96.132047,58.718328,61.218479,6.834432,29.982544,0.564048,0.732037,1.125863,98.92227,0.001353
349,data/raw/sustech_sysu/rawImages/349.jpg,True,2592,1728,1.5,343901,RGB,24.545864,87.13486,130.656072,24.884724,53.653496,77.789229,73.378624,45.082523,7.233678,40.028448,0.553111,0.802071,1.122858,117.06656,0.003555
350,data/raw/sustech_sysu/rawImages/350.jpg,True,2592,1728,1.5,314310,RGB,27.836965,65.937145,97.063732,38.231892,73.029963,92.793187,58.076383,62.768575,6.870115,35.00603,0.584625,0.691165,1.055833,110.414529,0.00137
351,data/raw/sustech_sysu/rawImages/351.jpg,True,2592,1728,1.5,335682,RGB,28.987686,71.558572,77.236265,22.221837,44.203657,47.998385,59.459732,34.607979,6.901598,49.540778,0.500873,0.651157,1.347315,84.614975,0.003083
352,data/raw/sustech_sysu/rawImages/352.jpg,True,2592,1728,1.5,318325,RGB,22.504003,72.390558,109.070429,36.168017,74.083189,97.270405,61.66055,62.965218,6.912272,33.38253,0.589136,0.799784,1.100374,128.220414,0.002207
353,data/raw/sustech_sysu/rawImages/353.jpg,True,2592,1728,1.5,300157,RGB,37.423406,84.089721,117.721788,50.752206,79.297599,93.975071,73.969323,69.728259,7.360547,28.369984,0.567515,0.68723,1.084013,115.447334,0.001858
354,data/raw/sustech_sysu/rawImages/354.jpg,True,2592,1728,1.5,303608,RGB,30.115543,122.517005,173.628175,22.520843,50.013329,70.018683,100.733135,40.742842,6.707134,44.204781,0.558494,0.824597,1.202658,116.632079,0.00361
355,data/raw/sustech_sysu/rawImages/355.jpg,True,2592,1728,1.5,318654,RGB,39.955908,100.574026,132.836677,30.125698,59.059878,73.424679,86.11782,48.666135,7.365484,45.658042,0.536019,0.698883,1.164101,103.937959,0.002948
356,data/raw/sustech_sysu/rawImages/356.jpg,True,2592,1728,1.5,252878,RGB,14.196766,61.832004,96.947202,22.000723,61.444602,93.399666,51.577542,51.056255,6.596379,25.893961,0.538852,0.747877,1.112647,99.257775,0.001509
357,data/raw/sustech_sysu/rawImages/357.jpg,True,2592,1728,1.5,304088,RGB,17.483186,62.901528,104.077838,24.958907,63.292973,98.62353,54.005521,53.91783,6.60499,52.335251,0.542852,0.718353,1.034896,99.960562,0.001094
358,data/raw/sustech_sysu/rawImages/358.jpg,True,2592,1728,1.5,256550,RGB,18.168192,58.844995,93.330846,37.131771,73.958912,93.191683,50.595646,62.276678,6.582068,22.772929,0.580455,0.788636,1.055525,72.206984,0.00143
359,data/raw/sustech_sysu/rawImages/359.jpg,True,2592,1728,1.5,1800608,RGB,20.58978,49.018438,47.086603,27.959305,52.937355,50.714763,40.287078,42.297321,6.714161,102.630171,0.465021,0.701706,1.448613,83.449726,0.000639
360,data/raw/sustech_sysu/rawImages/360.jpg,True,2592,1728,1.5,1980474,RGB,19.433555,78.962586,123.266199,26.98866,57.820605,77.204323,66.206273,46.235159,7.281456,106.33248,0.560241,0.877344,1.106695,90.761729,0.001192
361,data/raw/sustech_sysu/rawImages/361.jpg,True,2592,1728,1.5,1872074,RGB,31.999405,73.242499,90.2985,40.883739,65.941577,61.646886,62.841993,52.862364,7.168739,110.014444,0.511948,0.742316,1.197772,90.37443,0.00236
362,data/raw/sustech_sysu/rawImages/362.jpg,True,2592,1728,1.5,1486105,RGB,28.808315,56.703227,65.097006,35.789081,62.734012,60.318327,49.309658,50.282939,6.917453,44.440714,0.531641,0.71268,1.207668,95.141247,0.002554
363,data/raw/sustech_sysu/rawImages/363.jpg,True,2592,1728,1.5,1938036,RGB,9.618489,60.353836,113.516533,13.754223,47.930048,71.702531,51.236958,34.944154,6.930622,102.493633,0.578199,0.923294,0.980287,73.930911,0.000565
364,data/raw/sustech_sysu/rawImages/364.jpg,True,2592,1728,1.5,1836501,RGB,32.632198,79.683978,85.310577,32.113719,63.186715,62.970493,66.241804,49.090532,7.324821,99.05249,0.494725,0.717634,1.351231,72.817073,4.1e-05
365,data/raw/sustech_sysu/rawImages/365.jpg,True,2592,1728,1.5,2095798,RGB,19.973878,66.27673,104.685442,22.579982,45.733647,68.687575,56.799031,36.539484,7.024558,125.364076,0.553029,0.822129,1.063326,78.299353,0.001408
366,data/raw/sustech_sysu/rawImages/366.jpg,True,2592,1728,1.5,1856978,RGB,20.837991,39.231705,69.768536,24.15406,44.569512,56.547882,37.20621,35.481845,6.527756,103.272222,0.566494,0.737717,0.86598,69.036704,0.0
367,data/raw/sustech_sysu/rawImages/367.jpg,True,2592,1728,1.5,1537439,RGB,30.590769,56.220133,70.490927,42.558271,63.803467,56.081566,50.176373,53.185474,6.996649,59.495819,0.510931,0.673012,1.11237,122.870637,0.000821
368,data/raw/sustech_sysu/rawImages/368.jpg,True,2592,1728,1.5,1997462,RGB,17.376393,57.738845,104.109557,21.629381,51.559272,65.070903,50.948262,39.749502,6.984338,112.217497,0.585861,0.852082,0.950544,63.28945,0.000939
369,data/raw/sustech_sysu/rawImages/369.jpg,True,2592,1728,1.5,1953776,RGB,23.090734,56.531158,92.687663,26.265995,50.253743,59.673957,50.648036,40.347398,6.929949,110.473684,0.568606,0.789476,0.976541,78.721376,0.000575
370,data/raw/sustech_sysu/rawImages/370.jpg,True,2592,1728,1.5,373670,RGB,19.758105,67.292884,112.361425,25.364813,52.749788,72.783418,58.208737,41.450347,7.135745,56.726211,0.56838,0.870982,1.018667,67.563116,0.000677
371,data/raw/sustech_sysu/rawImages/371.jpg,True,2592,1728,1.5,345660,RGB,25.818608,54.747097,89.438671,27.90675,49.023428,66.86053,50.039626,41.474849,7.010023,52.912947,0.565978,0.725373,0.949998,67.027366,0.000984
372,data/raw/sustech_sysu/rawImages/372.jpg,True,2592,1728,1.5,352263,RGB,28.953713,65.676875,112.077625,33.69727,60.787105,74.373788,59.976595,49.596034,7.239392,40.960653,0.565559,0.769229,0.93138,82.77196,0.003043
373,data/raw/sustech_sysu/rawImages/373.jpg,True,2592,1728,1.5,339735,RGB,18.765057,61.864224,94.831045,22.482119,48.435211,74.835564,52.730086,39.562658,7.028132,41.607818,0.552848,0.822173,1.089196,65.315646,0.000832
374,data/raw/sustech_sysu/rawImages/374.jpg,True,2592,1728,1.5,376799,RGB,27.092353,59.404793,95.867544,28.892692,46.967229,65.655828,53.891324,38.809924,7.036128,51.738457,0.559405,0.776901,0.966247,55.640297,0.000711
375,data/raw/sustech_sysu/rawImages/375.jpg,True,2592,1728,1.5,381186,RGB,40.4809,93.418421,108.720274,35.186173,65.797424,62.752694,79.323,50.029443,7.471112,62.745814,0.51002,0.746465,1.252248,127.687578,0.000791
376,data/raw/sustech_sysu/rawImages/376.jpg,True,2592,1728,1.5,362061,RGB,32.21072,69.387954,76.509969,32.332576,59.791827,52.329481,59.074211,45.793372,7.203186,49.436969,0.518734,0.72893,1.276444,107.561282,0.000927
377,data/raw/sustech_sysu/rawImages/377.jpg,True,2592,1728,1.5,358396,RGB,33.268217,73.583922,111.520026,33.231813,62.381008,61.588822,65.846597,49.723198,7.375677,45.163677,0.56521,0.75424,1.016435,120.479203,0.000967
378,data/raw/sustech_sysu/rawImages/378.jpg,True,2592,1728,1.5,377438,RGB,16.980744,61.153405,114.656006,20.433108,47.700486,63.272871,54.034277,36.342487,6.898239,48.835932,0.575542,0.862154,0.929124,86.386381,0.000734
379,data/raw/sustech_sysu/rawImages/379.jpg,True,2592,1728,1.5,373342,RGB,44.649066,83.679315,119.070858,45.640341,69.289826,71.149628,76.0374,56.760709,7.488418,60.7473,0.547249,0.752177,1.022225,129.584906,0.000895
380,data/raw/sustech_sysu/rawImages/380.jpg,True,2592,1728,1.5,239854,RGB,15.001543,49.752729,70.611837,24.452118,59.983362,81.751026,41.719725,49.492905,6.233582,29.803941,0.442877,0.599773,1.162265,90.904813,0.000588
381,data/raw/sustech_sysu/rawImages/381.jpg,True,2592,1728,1.5,366260,RGB,40.184706,86.835811,109.553189,37.093571,65.433264,66.206645,75.467515,51.939208,7.442182,49.971468,0.536809,0.731237,1.159837,93.868457,0.001587
382,data/raw/sustech_sysu/rawImages/382.jpg,True,2592,1728,1.5,371270,RGB,36.410577,74.904329,101.370599,33.326961,56.668503,67.665824,66.402169,45.093353,7.315759,52.273349,0.534888,0.755847,1.087294,80.945045,0.000917
383,data/raw/sustech_sysu/rawImages/383.jpg,True,2592,1728,1.5,303537,RGB,12.193146,37.168209,60.816506,13.603552,34.837791,58.718763,32.373965,28.682429,6.318604,36.381772,0.526252,0.71044,1.018172,49.600907,0.000421
384,data/raw/sustech_sysu/rawImages/384.jpg,True,2592,1728,1.5,375693,RGB,49.781063,106.366173,118.490901,35.406478,62.716655,60.471927,90.815914,49.582456,7.560227,46.565978,0.514155,0.675382,1.264217,109.403868,0.002231
385,data/raw/sustech_sysu/rawImages/385.jpg,True,2592,1728,1.5,393741,RGB,24.392689,62.818871,101.144371,28.382943,53.874622,67.744675,55.684967,44.037588,7.155588,63.486222,0.567528,0.785753,1.000802,85.913208,0.000311
386,data/raw/sustech_sysu/rawImages/386.jpg,True,2592,1728,1.5,298572,RGB,40.434057,76.183714,87.109254,48.560998,80.013751,90.866283,66.710991,68.887233,6.699385,34.887545,0.508751,0.560369,1.194633,126.089575,0.001236
387,data/raw/sustech_sysu/rawImages/387.jpg,True,2592,1728,1.5,412780,RGB,22.617751,77.956778,131.904501,24.547296,54.288238,69.036377,67.55648,42.697271,7.285474,82.87153,0.573127,0.853522,1.009004,75.030444,0.000806
388,data/raw/sustech_sysu/rawImages/388.jpg,True,2592,1728,1.5,368977,RGB,21.259401,73.036629,112.658949,22.673257,52.797653,75.641412,62.067489,42.119063,7.22306,58.83586,0.555149,0.854898,1.090764,74.855323,0.001208
389,data/raw/sustech_sysu/rawImages/389.jpg,True,2592,1728,1.5,388006,RGB,37.62187,85.870229,124.614469,34.567758,62.618901,64.607048,75.853031,49.766005,7.47263,55.627394,0.558819,0.762681,1.058582,95.217513,0.00124
390,data/raw/sustech_sysu/rawImages/390.jpg,True,2592,1728,1.5,281748,RGB,53.16887,86.584514,81.599833,62.58329,87.329225,83.310708,76.000811,75.895505,7.148617,27.79977,0.428697,0.487146,1.284935,141.828769,0.001971
391,data/raw/sustech_sysu/rawImages/391.jpg,True,2592,1728,1.5,386707,RGB,30.044182,71.048805,106.589141,29.221942,53.497992,71.004888,62.830904,43.987639,7.190125,63.56711,0.561406,0.787583,1.039992,68.525873,0.000844
392,data/raw/sustech_sysu/rawImages/392.jpg,True,2592,1728,1.5,351637,RGB,33.1431,55.018543,86.065925,44.16454,56.39293,64.12777,52.012663,48.458168,6.925341,47.415157,0.558899,0.728385,0.92306,91.971686,0.000342
393,data/raw/sustech_sysu/rawImages/393.jpg,True,2592,1728,1.5,400425,RGB,42.291461,91.418472,129.315914,34.948174,58.782057,71.613522,81.038664,45.663981,7.44487,61.042032,0.543695,0.774818,1.065438,91.266357,0.001549
394,data/raw/sustech_sysu/rawImages/394.jpg,True,2592,1728,1.5,398501,RGB,30.325251,82.868317,125.250908,31.018366,57.462772,74.866035,71.981643,44.645998,7.342689,72.565739,0.552829,0.830658,1.065309,95.881351,0.001123
395,data/raw/sustech_sysu/rawImages/395.jpg,True,2592,1728,1.5,327812,RGB,24.846857,76.699383,97.570522,28.420736,72.787286,95.580702,63.567787,58.821652,7.074765,41.123207,0.49667,0.681471,1.25308,94.355478,0.0017
396,data/raw/sustech_sysu/rawImages/396.jpg,True,2592,1728,1.5,392170,RGB,21.42161,71.912159,113.00194,21.809794,47.254857,70.68621,61.492162,37.910054,7.098335,56.94792,0.554167,0.83149,1.069934,61.87555,0.001056
397,data/raw/sustech_sysu/rawImages/397.jpg,True,2592,1728,1.5,384248,RGB,21.058772,76.5285,134.622891,28.975976,56.124717,70.282368,66.559886,43.738021,7.223633,54.502672,0.573329,0.882602,0.983141,68.088271,0.000488
398,data/raw/sustech_sysu/rawImages/398.jpg,True,2592,1728,1.5,362448,RGB,16.720629,68.258453,122.448064,21.58402,52.596596,70.596286,59.019664,40.866026,7.114897,46.360801,0.574539,0.879188,0.980946,55.442763,0.000466
399,data/raw/sustech_sysu/rawImages/399.jpg,True,2592,1728,1.5,387835,RGB,27.749469,92.997163,141.495918,26.286014,59.912016,76.527855,79.016841,45.896156,7.435979,66.318055,0.557673,0.845579,1.098962,92.187064,0.000802
400,data/raw/sustech_sysu/rawImages/400.jpg,True,2592,1728,1.5,361138,RGB,11.462494,41.762587,89.961898,16.364348,37.241785,69.337904,38.186871,30.811884,6.591765,65.728019,0.581939,0.87014,0.823522,34.096389,0.000455
401,data/raw/sustech_sysu/rawImages/401.jpg,True,2592,1728,1.5,394752,RGB,33.142892,73.747401,113.403258,31.925452,56.648845,68.423496,66.116366,45.938404,7.307209,74.267367,0.568079,0.779452,1.006473,74.792984,0.001201
402,data/raw/sustech_sysu/rawImages/402.jpg,True,2592,1728,1.5,365380,RGB,13.799504,61.83176,113.723567,19.070157,50.431624,76.644212,53.380467,40.307177,7.068913,65.211259,0.582438,0.893225,0.969734,60.222927,0.000597
403,data/raw/sustech_sysu/rawImages/403.jpg,True,2592,1728,1.5,357085,RGB,27.726452,68.458554,98.515303,31.298144,55.504901,74.592915,59.694566,46.632415,7.2474,45.997061,0.557069,0.752264,1.084563,77.755634,0.001165
404,data/raw/sustech_sysu/rawImages/404.jpg,True,2592,1728,1.5,257453,RGB,54.087977,81.8412,84.670285,63.299308,89.656198,92.283818,73.843957,78.72776,6.892043,24.142675,0.42095,0.420661,1.179623,128.910421,0.00165
405,data/raw/sustech_sysu/rawImages/405.jpg,True,2592,1728,1.5,380004,RGB,19.021546,79.467689,124.850096,24.746322,54.834056,76.763312,66.567734,43.22974,7.278778,63.176655,0.553276,0.861639,1.104703,67.13915,0.00079
406,data/raw/sustech_sysu/rawImages/406.jpg,True,2592,1728,1.5,388869,RGB,47.295705,95.946498,123.659485,42.459972,68.011912,68.459943,84.550596,56.015724,7.611613,52.031292,0.541239,0.697078,1.122475,97.907636,0.001383
407,data/raw/sustech_sysu/rawImages/407.jpg,True,2592,1728,1.5,370996,RGB,34.485312,76.058016,130.384756,37.954131,61.102223,69.026811,69.811788,50.61562,7.375965,45.571913,0.570525,0.784482,0.922642,75.098575,0.000949
408,data/raw/sustech_sysu/rawImages/408.jpg,True,2592,1728,1.5,396962,RGB,37.145069,80.007543,115.222041,36.791557,63.932719,65.693053,71.198213,51.104473,7.363068,54.727771,0.551241,0.749023,1.050194,83.45739,0.001353
409,data/raw/sustech_sysu/rawImages/409.jpg,True,2592,1728,1.5,340656,RGB,23.043925,48.533365,70.443901,25.00341,49.618746,59.98096,43.394934,38.617641,6.793913,65.042797,0.563019,0.771337,1.038282,69.40328,0.000546
410,data/raw/sustech_sysu/rawImages/410.jpg,True,2592,1728,1.5,301788,RGB,51.086279,83.84806,82.909436,57.787454,85.990047,82.656975,73.917162,73.71443,7.068968,37.92786,0.478824,0.526138,1.251504,139.514427,0.00134
411,data/raw/sustech_sysu/rawImages/411.jpg,True,2592,1728,1.5,349276,RGB,14.616679,45.967825,84.400686,17.973639,40.596628,63.574645,40.966869,31.48355,6.683283,63.034859,0.577063,0.861897,0.92848,53.504607,0.000675
412,data/raw/sustech_sysu/rawImages/412.jpg,True,2592,1728,1.5,380142,RGB,26.423021,79.364075,131.9564,28.433623,59.013845,70.126564,69.525296,47.128949,7.381274,62.469029,0.576623,0.830497,1.002202,75.591771,0.000991
413,data/raw/sustech_sysu/rawImages/413.jpg,True,2592,1728,1.5,380496,RGB,34.229505,71.097352,103.452701,33.768279,55.517635,67.169579,63.750843,46.674237,7.314298,60.024681,0.548369,0.712834,1.032775,85.29264,0.001082
414,data/raw/sustech_sysu/rawImages/414.jpg,True,2592,1728,1.5,352261,RGB,30.254682,58.298281,89.457683,39.751617,57.30009,61.662473,53.455037,48.05561,7.046905,47.90452,0.557601,0.743064,0.973973,64.105763,0.001551
415,data/raw/sustech_sysu/rawImages/415.jpg,True,2592,1728,1.5,320085,RGB,12.288609,46.428343,87.065156,12.99119,35.613313,61.680054,40.838266,28.888852,6.620206,40.004553,0.579354,0.84013,0.934607,46.567886,0.000346
416,data/raw/sustech_sysu/rawImages/416.jpg,True,2592,1728,1.5,358494,RGB,26.203979,67.978141,120.386793,29.085022,58.506412,70.541966,61.454885,47.036771,7.265475,47.47077,0.575787,0.805612,0.927455,86.71738,0.000691
417,data/raw/sustech_sysu/rawImages/417.jpg,True,2592,1728,1.5,338521,RGB,14.158672,55.557427,103.392044,18.454157,44.991329,68.377831,48.620661,34.558388,6.892297,41.648537,0.560471,0.862038,0.94525,63.257646,0.000312
418,data/raw/sustech_sysu/rawImages/418.jpg,True,2592,1728,1.5,297204,RGB,34.314788,81.200503,106.840728,46.887527,78.520311,91.798765,70.095224,67.378426,7.251537,28.641046,0.554459,0.709816,1.150511,93.224141,0.002547
419,data/raw/sustech_sysu/rawImages/419.jpg,True,2592,1728,1.5,346039,RGB,11.366503,63.542719,107.932443,15.572777,43.502734,70.906118,52.993989,34.447911,6.921301,51.245326,0.559858,0.915455,1.065269,51.111728,0.000533
420,data/raw/sustech_sysu/rawImages/420.jpg,True,2592,1728,1.5,257730,RGB,23.417258,58.060925,81.434086,37.246558,66.648391,87.33613,50.33706,56.959803,6.652985,22.585078,0.516482,0.639944,1.10749,98.648641,0.00299
421,data/raw/sustech_sysu/rawImages/421.jpg,True,2592,1728,1.5,325827,RGB,11.247224,48.23077,87.288051,15.740235,34.609734,65.541287,41.610862,28.392533,6.553414,42.980331,0.562933,0.888222,0.978954,43.084027,0.000524
422,data/raw/sustech_sysu/rawImages/422.jpg,True,2592,1728,1.5,338568,RGB,19.799191,48.8151,64.908169,19.748315,45.96215,47.150676,41.962975,35.73607,6.734712,40.437028,0.551333,0.727487,1.152559,81.181563,0.000524
423,data/raw/sustech_sysu/rawImages/423.jpg,True,2592,1728,1.5,346282,RGB,18.601773,62.069314,107.540525,24.076846,51.763915,67.981503,54.246064,41.465478,7.092819,50.587597,0.577098,0.840545,0.984116,98.809772,0.000699
424,data/raw/sustech_sysu/rawImages/424.jpg,True,2592,1728,1.5,305307,RGB,24.274731,56.569206,74.424295,26.007417,53.725763,60.357093,48.936959,43.170565,6.993316,38.400887,0.527066,0.713999,1.146297,91.256201,0.000223
425,data/raw/sustech_sysu/rawImages/425.jpg,True,2592,1728,1.5,388119,RGB,17.721982,67.891022,115.405791,21.823583,49.809616,66.014706,58.299172,39.8836,7.104334,63.063272,0.575092,0.859598,1.019938,88.774019,0.001369
426,data/raw/sustech_sysu/rawImages/426.jpg,True,2592,1728,1.5,310956,RGB,20.938925,39.197676,69.762866,24.177685,44.557243,56.428438,37.213058,35.459321,6.509924,36.515837,0.566129,0.729798,0.86432,69.034608,0.0
427,data/raw/sustech_sysu/rawImages/427.jpg,True,2592,1728,1.5,295041,RGB,34.443658,69.372881,106.561928,44.963081,75.793296,91.160913,63.145738,65.682082,6.963861,36.390587,0.561591,0.651421,0.983974,95.032836,0.001534
428,data/raw/sustech_sysu/rawImages/428.jpg,True,2592,1728,1.5,359979,RGB,13.101081,56.380754,101.85065,15.514328,40.672969,62.530891,48.612749,31.955736,6.845371,51.326779,0.569745,0.860367,0.980947,57.244171,0.000712
429,data/raw/sustech_sysu/rawImages/429.jpg,True,2592,1728,1.5,217375,RGB,15.099225,41.121774,68.104961,22.54636,51.646496,74.91038,36.392578,43.676827,6.246485,18.270525,0.470051,0.601453,0.988454,82.769246,0.001087
430,data/raw/sustech_sysu/rawImages/430.jpg,True,2592,1728,1.5,372876,RGB,26.649652,60.690077,104.83896,31.302152,51.976676,61.733019,55.535831,42.779187,7.019964,55.74399,0.568296,0.776398,0.923123,77.187123,0.001249
431,data/raw/sustech_sysu/rawImages/431.jpg,True,2592,1728,1.5,228212,RGB,23.771509,56.327034,62.051976,33.327415,69.010553,73.246474,47.222079,56.324895,6.062472,15.281422,0.399538,0.521174,1.312625,104.257112,0.001522
432,data/raw/sustech_sysu/rawImages/432.jpg,True,2592,1728,1.5,399968,RGB,38.463383,79.54031,121.753396,34.029332,59.560025,69.673571,72.060082,46.206181,7.339751,63.533002,0.556872,0.773009,0.992909,99.44203,0.00119
433,data/raw/sustech_sysu/rawImages/433.jpg,True,2592,1728,1.5,266688,RGB,40.885317,80.443011,90.406662,46.203094,81.249346,87.351918,69.733925,68.088595,7.095447,23.569893,0.46025,0.532894,1.225406,123.212376,0.003176
434,data/raw/sustech_sysu/rawImages/434.jpg,True,2592,1728,1.5,388170,RGB,22.96086,64.367348,103.301189,24.90278,50.554615,63.537298,56.41341,39.290059,7.086984,57.373371,0.565412,0.819493,1.019583,67.825559,0.001083
435,data/raw/sustech_sysu/rawImages/435.jpg,True,2592,1728,1.5,238126,RGB,14.80441,36.069751,48.861985,27.89348,57.076221,62.374905,31.161387,46.316542,5.449114,26.441209,0.33208,0.433026,1.133086,83.419403,0.000312
436,data/raw/sustech_sysu/rawImages/436.jpg,True,2592,1728,1.5,287904,RGB,20.057755,48.149312,62.014252,25.250376,50.962794,52.593951,41.308503,39.186878,6.675946,33.730043,0.553083,0.77721,1.173343,75.240217,0.001032
437,data/raw/sustech_sysu/rawImages/437.jpg,True,2592,1728,1.5,352790,RGB,24.478243,57.253128,92.522658,25.526933,52.031881,66.277796,51.468815,40.523037,7.020263,47.824113,0.556802,0.776952,0.978678,76.896161,0.00074
438,data/raw/sustech_sysu/rawImages/438.jpg,True,2592,1728,1.5,309972,RGB,40.231357,74.305115,96.591061,45.870851,77.642883,93.164995,66.627502,66.877781,7.00975,26.990836,0.556358,0.615638,1.086154,125.907657,0.004483
439,data/raw/sustech_sysu/rawImages/439.jpg,True,2592,1728,1.5,315880,RGB,22.011971,54.004153,82.569736,30.627924,62.389752,80.142113,47.671042,52.078646,6.742869,42.368731,0.567046,0.692028,1.032765,87.634047,0.002318
440,data/raw/sustech_sysu/rawImages/440.jpg,True,2592,1728,1.5,302719,RGB,20.902091,67.192239,99.961755,28.578816,71.641132,96.338603,57.074553,59.450888,6.685479,32.328994,0.544432,0.70621,1.111867,103.807978,0.000922
441,data/raw/sustech_sysu/rawImages/441.jpg,True,2592,1728,1.5,321661,RGB,15.539555,60.152345,88.96606,23.790284,58.744808,76.02854,50.092612,45.850853,6.969195,51.448335,0.56014,0.851971,1.151179,83.80573,0.000176
442,data/raw/sustech_sysu/rawImages/442.jpg,True,2592,1728,1.5,316046,RGB,12.477777,41.178869,74.77801,17.704981,45.988666,67.525381,36.418257,34.926598,6.532349,48.881313,0.565447,0.829591,0.943866,58.76262,0.000101
443,data/raw/sustech_sysu/rawImages/443.jpg,True,2592,1728,1.5,347384,RGB,20.542975,52.647584,87.283216,20.882756,46.928131,54.518956,46.984508,36.867338,6.863131,47.668965,0.574406,0.767078,0.976527,61.446721,0.000315
444,data/raw/sustech_sysu/rawImages/444.jpg,True,2592,1728,1.5,299893,RGB,18.217532,41.379347,45.980163,26.25693,50.829252,46.861139,34.957617,39.867953,6.469315,36.263415,0.524956,0.711342,1.289122,64.827323,0.000745
445,data/raw/sustech_sysu/rawImages/445.jpg,True,2592,1728,1.5,323599,RGB,25.323108,52.528689,74.808098,32.454392,54.476586,58.476559,46.915958,44.125438,6.883133,37.920062,0.552527,0.747881,1.049197,93.461463,2.8e-05
446,data/raw/sustech_sysu/rawImages/446.jpg,True,2592,1728,1.5,384618,RGB,16.020725,67.383555,113.104562,19.283474,51.419314,68.341495,57.231851,39.826811,7.113782,64.516194,0.568616,0.859047,1.043693,77.546968,0.000917
447,data/raw/sustech_sysu/rawImages/447.jpg,True,2592,1728,1.5,303734,RGB,24.533188,66.588047,99.53851,33.892084,68.588043,90.007528,57.755618,57.45003,7.005188,28.280032,0.536882,0.67928,1.07338,77.693268,0.001001
448,data/raw/sustech_sysu/rawImages/448.jpg,True,2592,1728,1.5,358574,RGB,37.473286,82.006023,118.116507,33.924871,59.946288,65.104101,72.796955,47.585318,7.395486,43.891699,0.549457,0.756709,1.054131,117.241149,0.000843
449,data/raw/sustech_sysu/rawImages/449.jpg,True,2592,1728,1.5,305737,RGB,28.052869,76.672757,105.366917,41.612132,74.772845,93.86663,65.401572,64.465105,7.105247,32.857388,0.568102,0.723286,1.149346,128.581842,0.002039
450,data/raw/sustech_sysu/rawImages/450.jpg,True,2592,1728,1.5,392860,RGB,11.378725,69.649596,128.619941,16.334163,45.245462,60.016409,58.941105,34.347048,6.95178,57.096283,0.579382,0.918751,0.995004,81.807832,0.000275
451,data/raw/sustech_sysu/rawImages/451.jpg,True,2592,1728,1.5,328245,RGB,21.070578,46.466979,54.699235,26.188413,53.28218,51.960536,39.794448,41.483343,6.662741,49.340004,0.527855,0.715223,1.22653,78.028465,0.00045
452,data/raw/sustech_sysu/rawImages/452.jpg,True,2592,1728,1.5,386874,RGB,42.959006,100.539888,130.23602,37.797646,70.544182,72.741614,86.707002,54.345707,7.534396,79.535944,0.540722,0.753727,1.161002,109.954962,0.000859
453,data/raw/sustech_sysu/rawImages/453.jpg,True,2592,1728,1.5,408564,RGB,17.774992,57.765544,97.281391,25.949732,48.839868,62.218021,50.304129,38.860774,6.96601,90.0019,0.574082,0.856782,1.004126,62.076469,0.003121
454,data/raw/sustech_sysu/rawImages/454.jpg,True,2592,1728,1.5,339427,RGB,16.91749,88.416271,137.213159,20.300071,54.320683,70.381237,72.603009,42.478218,7.275496,44.074395,0.567181,0.891694,1.14729,91.707674,0.000788
455,data/raw/sustech_sysu/rawImages/455.jpg,True,2592,1728,1.5,367730,RGB,38.678358,71.336181,113.011086,37.049822,60.691155,68.375265,66.316003,49.614839,7.310074,55.557954,0.573273,0.730571,0.940556,112.773705,0.000217
456,data/raw/sustech_sysu/rawImages/456.jpg,True,2592,1728,1.5,185138,RGB,25.089804,52.097994,69.255361,33.021557,63.364517,82.13893,45.95605,53.972695,5.9993,8.910437,0.411917,0.535485,1.104413,103.814033,1.8e-05
457,data/raw/sustech_sysu/rawImages/457.jpg,True,2592,1728,1.5,339447,RGB,27.89726,65.780845,107.230917,27.351161,54.185737,68.504451,59.166209,44.111295,7.204574,42.297859,0.57922,0.756755,0.973607,100.890312,0.000862
458,data/raw/sustech_sysu/rawImages/458.jpg,True,2592,1728,1.5,370705,RGB,20.181614,62.273833,106.081758,22.364573,48.500621,61.099253,54.674146,38.763484,7.018513,88.730892,0.57535,0.824026,0.986412,91.227982,0.000712
459,data/raw/sustech_sysu/rawImages/459.jpg,True,2592,1728,1.5,383940,RGB,31.570178,73.978336,127.200849,35.173914,62.197659,69.491231,67.359292,50.857031,7.362635,53.118473,0.578604,0.802083,0.931887,76.699599,0.000878
